id,name,format,likeCount,viewCount,commentCount,publicUrl,publicId,quantity,boardType,finish,isFoil,isAlter,isProxy,useCmcOverride,useManaCostOverride,useColorIdentityOverride,excludedFromColor,info.id,info.uniqueCardId,info.scryfall_id,info.set,info.set_name,info.name,info.cn,info.layout,info.cmc,info.type,info.type_line,info.oracle_text,info.mana_cost,info.colors,info.color_indicator,info.color_identity,info.legalities,info.frame,info.reserved,info.digital,info.foil,info.nonfoil,info.etched,info.glossy,info.rarity,info.border_color,info.colorshifted,info.lang,info.latest,info.has_multiple_editions,info.has_arena_legal,info.prices,info.card_faces,info.artist,info.promo_types,info.cardHoarderUrl,info.cardMarketUrl,info.tcgPlayerUrl,info.isArenaLegal,info.released_at,info.edhrec_rank,info.cardmarket_id,info.tcgplayer_id,info.reprint,info.set_type,info.acorn,info.image_seq,info.content_warning,info.isPauperCommander,info.isCovered,info.allRaritiesMask,info.isToken,info.defaultFinish,description,power,toughness,visibility,areCommentsEnabled,isShared,authorsCanEdit,createdByUser,authors,requestedAuthors,main,mainboardCount,mainboard,uniqueCardId,scryfall_id,set,set_name,cn,layout,cmc,type,type_line,oracle_text,mana_cost,colors,color_indicator,color_identity,legalities,frame,reserved,digital,foil,nonfoil,etched,glossy,rarity,border_color,colorshifted,flavor_text,lang,latest,has_multiple_editions,has_arena_legal,prices,card_faces,artist,promo_types,cardHoarderUrl,cardKingdomUrl,cardMarketUrl,tcgPlayerUrl,isArenaLegal,released_at,edhrec_rank,multiverse_ids,mtgo_id,tcgplayer_id,cardmarket_id,coolStuffIncFoilUrl,cardkingdom_foil_id,cardKingdomFoilUrl,cardkingdom_id,reprint,set_type,coolStuffIncUrl,acorn,image_seq,cardTraderUrl,cardTraderFoilUrl,cardTraderEtchedUrl,content_warning,starcitygames_sku,starcitygames_url,starcitygames_foil_sku,starcitygames_foil_url,starcitygames_etched_sku,starcitygames_etched_url,arena_id,loyalty,meld_part,meld_result,cardkingdom_etched_id,cardKingdomEtchedUrl,frame_effects,isToken,defaultFinish,isPauperCommander,isCovered,manapool_url,allRaritiesMask,isTemporary,flavor_name,info.flavor_text,info.coolStuffIncUrl,info.power,info.toughness,info.frame_effects,info.coolStuffIncFoilUrl,Deck Section,info.arena_id,info.starcitygames_sku,info.starcitygames_url,info.starcitygames_foil_sku,info.starcitygames_foil_url,info.manapool_url,info.starcitygames_etched_sku,info.starcitygames_etched_url,info.cardKingdomUrl,info.multiverse_ids,info.mtgo_id,info.cardkingdom_id
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,n4Pvv,Yj55z,03a40bf7-5eb9-4b36-9388-48b482a6fcf2,soc,Secrets of Strixhaven Commander,Mana Bloom,275,normal,1.0,7,Enchantment,"This enchantment enters with X charge counters on it.
Remove a charge counter from this enchantment: Add one mana of any color. Activate only once each turn.
At the beginning of your upkeep, if this enchantment has no charge counters on it, return it to its owner's hand.",{X}{G},['G'],[],['G'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,True,False,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Mike Bierek,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Mana+Bloom&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Mana+Bloom&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687535%3Fpage%3D1,False,2026-04-24,11735.0,,687535.0,True,commander,False,290861289,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['enchantment'],,,,,,,,,,,,,,
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,KWnDm,EQma4,5d928e0d-a586-4de1-a469-0591122659fa,soc,Secrets of Strixhaven Commander,Open the Way,280,normal,2.0,4,Sorcery,"X can't be greater than the number of players in the game.
Reveal cards from the top of your library until you reveal X land cards. Put those land cards onto the battlefield tapped and the rest on the bottom of your library in a random order.",{X}{G}{G},['G'],[],['G'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,True,True,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Livia Prima,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Open+the+Way&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Open+the+Way&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687551%3Fpage%3D1,False,2026-04-24,1747.0,,687551.0,True,commander,False,290861349,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,Mzd06,Yx0XQ,91eb9067-0bc7-4497-ba9c-c1ea41e5a379,soc,Secrets of Strixhaven Commander,Curse of the Swine,192,normal,2.0,4,Sorcery,"Exile X target creatures. For each creature exiled this way, its controller creates a 2/2 green Boar creature token.",{X}{U}{U},['U'],[],['U'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,True,False,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],James Ryman,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Curse+of+the+Swine&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Curse+of+the+Swine&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687404%3Fpage%3D1,False,2026-04-24,805.0,,687404.0,True,commander,False,290861104,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Another imminent battle subsided in busy snuffling and carefree rooting.,,,,,,,,,,,,,,,,,,
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,Q9lzy,k9vK6,4909ee20-f84e-480e-8215-78946cedf877,soc,Secrets of Strixhaven Commander,Stonecoil Serpent,356,normal,0.0,3,Artifact Creature — Snake,"Reach, trample, protection from multicolored
This creature enters with X +1/+1 counters on it.",{X},[],[],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,True,True,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Mark Poole,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Stonecoil+Serpent&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Stonecoil+Serpent&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687627%3Fpage%3D1,False,2026-04-24,1611.0,,687627.0,True,commander,False,290861469,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cast out of Garenbrig for his crimes, Ennor turned to fae magic to fashion the perfect weapon for his revenge.",,0,0,,,,,,,,,,,,,,,
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,9RZpA,kAo3A,8d242dc2-5117-4bd6-a0c9-813d36d01e11,soc,Secrets of Strixhaven Commander,Ingenious Prodigy,115,normal,1.0,3,Creature — Human Wizard,"Skulk (This creature can't be blocked by creatures with greater power.)
This creature enters with X +1/+1 counters on it.
At the beginning of your upkeep, if this creature has one or more +1/+1 counters on it, you may remove a +1/+1 counter from it. If you do, draw a card.",{X}{U},['U'],[],['U'],"{'standard': 'legal', 'future': 'legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,True,True,"{'usd': 1.0, 'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'}",[],Kim Sokol,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Ingenious+Prodigy&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Ingenious+Prodigy&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687370%3Fpage%3D1,False,2026-04-24,3587.0,,687370.0,True,commander,False,290861261,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,w7j5Q,Lw9NQ,f91afbaf-e035-47cd-b493-0d5817fefa76,soc,Secrets of Strixhaven Commander,Zimone's Hypothesis,206,normal,5.0,5,Instant,You may put a +1/+1 counter on a creature. Then choose odd or even. Return each creature with power of the chosen quality to its owner's hand. (Zero is even.),{3}{U}{U},['U'],[],['U'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,True,False,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Crystal Fae,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Zimone%27s+Hypothesis&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Zimone%27s+Hypothesis&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687469%3Fpage%3D1,False,2026-04-24,10189.0,,687469.0,True,commander,False,290861596,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""There exists a theoretical infinity between the discrete atoms of reality. I'm simply appropriating that infinity as storage space.""",,,,,,,,,,,,,,,,,,
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,b5a79,YdPMz,52e5d3fe-46bc-4014-9819-5aa7c7e64838,soc,Secrets of Strixhaven Commander,Hydroid Krasis,315,normal,2.0,3,Creature — Jellyfish Hydra Beast,"When you cast this spell, you gain half X life and draw half X cards. Round down each time.
Flying, trample
This creature enters with X +1/+1 counters on it.",{X}{G}{U},"['G', 'U']",[],"['G', 'U']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,True,True,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Jason Felix,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Hydroid+Krasis&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Hydroid+Krasis&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687636%3Fpage%3D1,False,2026-04-24,1630.0,,687636.0,True,commander,False,290861258,False,False,True,12,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Havoc is a small price to pay for data.,,0,0,,,,,,,,,,,,,,,
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,DAbpN,Y8ln7,2b5fbcb8-9023-4a1c-b082-db44be8d8325,soc,Secrets of Strixhaven Commander,Silkguard,286,normal,1.0,5,Instant,"Put a +1/+1 counter on each of up to X target creatures you control.
Auras, Equipment, and modified creatures you control gain hexproof until end of turn. (Equipment, Auras you control, and counters are modifications.)",{X}{G},['G'],[],['G'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,True,True,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Dan Murayama Scott,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Silkguard&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Silkguard&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687572%3Fpage%3D1,False,2026-04-24,2826.0,,687572.0,True,commander,False,290861448,False,False,True,12,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,n4PJp,kOb1o,f8c9d744-8294-4747-ae7e-99be2b6e7479,soc,Secrets of Strixhaven Commander,Forgotten Ancient,267,normal,4.0,3,Creature — Elemental,"Whenever a player casts a spell, you may put a +1/+1 counter on this creature.
At the beginning of your upkeep, you may move any number of +1/+1 counters from this creature onto other creatures.",{3}{G},['G'],[],['G'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,True,True,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Mark Tedin,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Forgotten+Ancient&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Forgotten+Ancient&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687504%3Fpage%3D1,False,2026-04-24,404.0,,687504.0,True,commander,False,290861202,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Its blood is life. Its body is growth.,,0,3,,,,,,,,,,,,,,,
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,J7A4m,Lzol4,d51e076a-be33-4b2b-b52f-fe7b5bc56206,soc,Secrets of Strixhaven Commander,Altered Ego,292,normal,4.0,3,Creature — Shapeshifter,"This spell can't be countered.
You may have this creature enter as a copy of any creature on the battlefield, except it enters with X additional +1/+1 counters on it.",{X}{2}{G}{U},"['G', 'U']",[],"['G', 'U']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,True,True,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Kev Walker,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Altered+Ego&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Altered+Ego&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687600%3Fpage%3D1,False,2026-04-24,4894.0,,687600.0,True,commander,False,290860988,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,l4JAN,EW181,4fe29050-54cd-44d7-90a9-b34cfff8ef93,soc,Secrets of Strixhaven Commander,Sodden Verdure,406,normal,0.0,8,Land — Forest Island,"({T}: Add {G} or {U}.)
This land enters tapped unless you control two or more basic lands.",,[],[],"['G', 'U']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,True,False,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Raymond Bonilla,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Sodden+Verdure&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Sodden+Verdure&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687541%3Fpage%3D1,False,2026-04-24,3883.0,,687541.0,True,commander,False,290861459,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lorwyn contains many such places: not bustling, not frenetic, but teeming with life in their own, quiet way.",,,,,,,,,,,,,,,,,,
